Date,Treasury Bill
7/10/2015,0.008
7/12/2015,null
7/13/2015,0.008
7/14/2015,0.01
7/15/2015,0.013
7/16/2015,0.01
7/17/2015,0.013
7/19/2015,null
7/20/2015,0.023
7/21/2015,0.03
7/22/2015,0.03
7/23/2015,0.03
7/24/2015,0.03
7/26/2015,null
7/27/2015,0.028
7/28/2015,0.043
7/29/2015,0.045
7/30/2015,0.06
7/31/2015,0.058
8/2/2015,null
8/3/2015,0.063
8/4/2015,0.075
8/5/2015,0.075
8/6/2015,0.028
8/7/2015,0.055
8/9/2015,null
8/10/2015,0.065
8/11/2015,0.098
8/12/2015,0.09
8/13/2015,0.083
8/14/2015,0.08
8/16/2015,null
8/17/2015,0.06
8/18/2015,0.085
8/19/2015,0.04
8/20/2015,0.015
8/21/2015,0.02
8/23/2015,null
8/24/2015,0.015
8/25/2015,0.053
8/26/2015,0.055
8/27/2015,0.05
8/28/2015,0.05
8/30/2015,null
8/31/2015,0.003
9/1/2015,0.038
9/2/2015,0.025
9/3/2015,0.015
9/4/2015,0.025
9/6/2015,null
9/8/2015,0.025
9/9/2015,0.035
9/10/2015,0.015
9/11/2015,0.023
9/13/2015,null
9/14/2015,0.025
9/15/2015,0.058
9/16/2015,0.053
9/17/2015,0.003
9/18/2015,0.01
9/20/2015,null
9/21/2015,0.013
9/22/2015,0.003
9/23/2015,0.003
9/24/2015,0.005
9/25/2015,0.02
9/27/2015,null
9/28/2015,0.013
9/29/2015,0.003
9/30/2015,0.005
10/1/2015,0.018
10/2/2015,0.008
10/4/2015,null
10/5/2015,0.008
10/6/2015,0.005
10/7/2015,0.005
10/8/2015,0.003
10/9/2015,0.003
10/11/2015,null
10/12/2015,0.01
10/13/2015,0.005
10/14/2015,0.01
10/15/2015,0.005
10/16/2015,0.005
10/18/2015,null
10/19/2015,0.005
10/20/2015,0.01
10/21/2015,0.005
10/22/2015,0.005
10/23/2015,0.003
10/25/2015,null
10/26/2015,0.008
10/27/2015,0.01
10/28/2015,0.035
10/29/2015,0.053
10/30/2015,0.068
11/1/2015,null
11/2/2015,0.053
11/3/2015,0.058
11/4/2015,0.055
11/5/2015,0.04
11/6/2015,0.073
11/8/2015,null
11/9/2015,0.075
11/10/2015,0.125
11/11/2015,0.123
11/12/2015,0.123
11/13/2015,0.113
11/15/2015,null
11/16/2015,0.098
11/17/2015,0.135
11/18/2015,0.123
11/19/2015,0.088
11/20/2015,0.093
11/22/2015,null
11/23/2015,0.105
11/24/2015,0.153
11/25/2015,0.175
11/27/2015,0.16
11/29/2015,null
11/30/2015,0.17
12/1/2015,0.203
12/2/2015,0.2
12/3/2015,0.198
12/4/2015,0.205
12/6/2015,null
12/7/2015,0.235
12/8/2015,0.268
12/9/2015,0.245
12/10/2015,0.23
12/11/2015,0.213
12/13/2015,null
12/14/2015,0.198
12/15/2015,0.25
12/16/2015,0.235
12/17/2015,0.213
12/18/2015,0.175
12/20/2015,null
12/21/2015,0.153
12/22/2015,0.193
12/23/2015,0.19
12/24/2015,0.183
12/27/2015,null
12/28/2015,0.19
12/29/2015,0.215
12/30/2015,0.195
12/31/2015,0.148
1/3/2016,null
1/4/2016,0.155
1/5/2016,0.205
1/6/2016,0.205
1/7/2016,0.19
1/8/2016,0.19
1/10/2016,null
1/11/2016,0.175
1/12/2016,0.21
1/13/2016,0.215
1/14/2016,0.24
1/15/2016,0.223
1/17/2016,null
1/18/2016,null
1/19/2016,0.23
1/20/2016,0.253
1/21/2016,0.273
1/22/2016,0.288
1/24/2016,null
1/25/2016,0.275
1/26/2016,0.3
1/27/2016,0.3
1/28/2016,0.318
1/29/2016,0.3
1/31/2016,null
2/1/2016,0.295
2/2/2016,0.33
2/3/2016,0.333
2/4/2016,0.283
2/5/2016,0.278
2/7/2016,null
2/8/2016,0.26
2/9/2016,0.3
2/10/2016,0.298
2/11/2016,0.273
2/12/2016,0.27
2/14/2016,null
2/15/2016,null
2/16/2016,0.273
2/17/2016,0.293
2/18/2016,0.288
2/19/2016,0.283
2/21/2016,null
2/22/2016,0.293
2/23/2016,0.318
2/24/2016,0.315
2/25/2016,0.31
2/26/2016,0.303
2/28/2016,null
2/29/2016,0.308
3/1/2016,0.32
3/2/2016,0.303
3/3/2016,0.263
3/4/2016,0.265
3/6/2016,null
3/7/2016,0.265
3/8/2016,0.305
3/9/2016,0.288
3/10/2016,0.303
3/11/2016,0.308
3/13/2016,null
3/14/2016,0.308
3/15/2016,0.325
3/16/2016,0.3
3/17/2016,0.275
3/18/2016,0.28
3/20/2016,null
3/21/2016,0.288
3/22/2016,0.295
3/23/2016,0.293
3/24/2016,0.275
3/27/2016,null
3/28/2016,0.255
3/29/2016,0.225
3/30/2016,0.185
3/31/2016,0.193
4/1/2016,0.218
4/3/2016,null
4/4/2016,0.183
4/5/2016,0.218
4/6/2016,0.22
4/7/2016,0.22
4/8/2016,0.218
4/10/2016,null
4/11/2016,0.21
4/12/2016,0.23
4/13/2016,0.223
4/14/2016,0.215
4/15/2016,0.21
4/17/2016,null
4/18/2016,0.198
4/19/2016,0.215
4/20/2016,0.218
4/21/2016,0.225
4/22/2016,0.225
4/24/2016,null
4/25/2016,0.238
4/26/2016,0.245
4/27/2016,0.245
4/28/2016,0.21
4/29/2016,0.193
5/1/2016,null
5/2/2016,0.185
5/3/2016,0.203
5/4/2016,0.198
5/5/2016,0.183
5/6/2016,0.18
5/8/2016,null
5/9/2016,0.203
5/10/2016,0.243
5/11/2016,0.248
5/12/2016,0.258
5/13/2016,0.258
5/15/2016,null
5/16/2016,0.258
5/17/2016,0.268
5/18/2016,0.27
5/19/2016,0.29
5/20/2016,0.298
5/22/2016,null
5/23/2016,0.313
5/24/2016,0.343
5/25/2016,0.315
5/26/2016,0.275
5/27/2016,0.298
5/29/2016,null
5/31/2016,0.283
6/1/2016,0.295
6/2/2016,0.27
6/3/2016,0.27
6/5/2016,null
6/6/2016,0.25
6/7/2016,0.265
6/8/2016,0.235
6/9/2016,0.24
6/10/2016,0.24
6/12/2016,null
6/13/2016,0.245
6/14/2016,0.263
6/15/2016,0.255
6/16/2016,0.245
6/17/2016,0.248
6/19/2016,null
6/20/2016,0.248
6/21/2016,0.265
6/22/2016,0.268
6/23/2016,0.275
6/24/2016,0.238
6/26/2016,null
6/27/2016,0.235
6/28/2016,0.26
6/29/2016,0.255
6/30/2016,0.248
7/1/2016,0.243
7/3/2016,null
7/5/2016,0.238
7/6/2016,0.263
7/7/2016,0.27
7/8/2016,0.273
7/10/2016,null
7/11/2016,0.275
7/12/2016,0.295
7/13/2016,0.298
7/14/2016,0.303
7/15/2016,0.298
7/17/2016,null
7/18/2016,0.288
7/19/2016,0.31
7/20/2016,0.315
7/21/2016,0.303
7/22/2016,0.303
7/24/2016,null
7/25/2016,0.298
7/26/2016,0.308
7/27/2016,0.283
7/28/2016,0.22
7/29/2016,0.24
7/31/2016,null
8/1/2016,0.238
8/2/2016,0.28
8/3/2016,0.268
8/4/2016,0.248
8/5/2016,0.25
8/7/2016,null
8/8/2016,0.25
8/9/2016,0.293
8/10/2016,0.273
8/11/2016,0.275
8/12/2016,0.263
8/14/2016,null
8/15/2016,0.275
8/16/2016,0.288
8/17/2016,0.288
8/18/2016,0.285
8/19/2016,0.293
8/21/2016,null
8/22/2016,0.28
8/23/2016,0.305
8/24/2016,0.305
8/25/2016,0.305
8/26/2016,0.305
8/28/2016,null
8/29/2016,0.305
8/30/2016,0.325
8/31/2016,0.32
9/1/2016,0.315
9/2/2016,0.303
9/4/2016,null
9/6/2016,0.303
9/7/2016,0.33
9/8/2016,0.333
9/9/2016,0.333
9/11/2016,null
9/12/2016,0.35
9/13/2016,0.345
9/14/2016,0.315
9/15/2016,0.278
9/16/2016,0.273
9/18/2016,null
9/19/2016,0.238
9/20/2016,0.288
9/21/2016,0.223
9/22/2016,0.16
9/23/2016,0.165
9/25/2016,null
9/26/2016,0.173
9/27/2016,0.255
9/28/2016,0.263
9/29/2016,0.235
9/30/2016,0.26
10/2/2016,null
10/3/2016,0.288
10/4/2016,0.315
10/5/2016,0.313
10/6/2016,0.31
10/7/2016,0.31
10/9/2016,null
10/11/2016,0.32
10/12/2016,0.34
10/13/2016,0.275
10/14/2016,0.29
10/16/2016,null
10/17/2016,0.295
10/18/2016,0.333
10/19/2016,0.323
10/20/2016,0.32
10/21/2016,0.315
10/23/2016,null
10/24/2016,0.313
10/25/2016,0.325
10/26/2016,0.313
10/27/2016,0.275
10/28/2016,0.273
10/30/2016,null
10/31/2016,0.295
11/1/2016,0.345
11/2/2016,0.345
11/3/2016,0.358
11/4/2016,0.358
11/6/2016,null
11/7/2016,0.39
11/8/2016,0.42
11/9/2016,0.418
11/10/2016,0.458
11/13/2016,null
11/14/2016,0.503
11/15/2016,0.488
11/16/2016,0.453
11/17/2016,0.42
11/18/2016,0.418
11/20/2016,null
11/21/2016,0.42
11/22/2016,0.475
11/23/2016,0.485
11/25/2016,0.48
11/27/2016,null
11/28/2016,0.45
11/29/2016,0.468
11/30/2016,0.468
12/1/2016,0.458
12/2/2016,0.455
12/4/2016,null
12/5/2016,0.453
12/6/2016,0.485
12/7/2016,0.488
12/8/2016,0.49
12/9/2016,0.52
12/11/2016,null
12/12/2016,0.5
12/13/2016,0.523
12/14/2016,0.523
12/15/2016,0.488
12/16/2016,0.485
12/18/2016,null
12/19/2016,0.478
12/20/2016,0.513
12/21/2016,0.503
12/22/2016,0.493
12/23/2016,0.5
12/25/2016,null
12/27/2016,0.495
12/28/2016,0.495
12/29/2016,0.44
12/30/2016,0.48
1/1/2017,null
1/3/2017,0.475
1/4/2017,0.518
1/5/2017,0.508
1/6/2017,0.503
1/8/2017,null
1/9/2017,0.485
1/10/2017,0.503
1/11/2017,0.498
1/12/2017,0.503
1/13/2017,0.513
1/15/2017,null
1/17/2017,0.513
1/18/2017,0.515
1/19/2017,0.503
1/20/2017,0.48
1/22/2017,null
1/23/2017,0.473
1/24/2017,0.493
1/25/2017,0.483
1/26/2017,0.488
1/27/2017,0.498
1/29/2017,null
1/30/2017,0.495
1/31/2017,0.5
2/1/2017,0.5
2/2/2017,0.488
2/3/2017,0.488
2/5/2017,null
2/6/2017,0.503
2/7/2017,0.525
2/8/2017,0.525
2/9/2017,0.528
2/10/2017,0.523
2/12/2017,null
2/13/2017,0.523
2/14/2017,0.535
2/15/2017,0.52
2/16/2017,0.508
2/17/2017,0.508
2/19/2017,null
2/21/2017,0.505
2/22/2017,0.51
2/23/2017,0.498
2/24/2017,0.498
2/26/2017,null
2/27/2017,0.49
2/28/2017,0.523
3/1/2017,0.615
3/2/2017,0.645
3/3/2017,0.683
3/5/2017,null
3/6/2017,0.705
3/7/2017,0.735
3/8/2017,0.708
3/9/2017,0.713
3/10/2017,0.725
3/12/2017,null
3/13/2017,0.728
3/14/2017,0.753
3/15/2017,0.715
3/16/2017,0.708
3/17/2017,0.708
3/19/2017,null
3/20/2017,0.71
3/21/2017,0.753
3/22/2017,0.748
3/23/2017,0.748
3/24/2017,0.748
3/26/2017,null
3/27/2017,0.758
3/28/2017,0.773
3/29/2017,0.755
3/30/2017,0.758
3/31/2017,0.738
4/2/2017,null
4/3/2017,0.74
4/4/2017,0.78
4/5/2017,0.78
4/6/2017,0.788
4/7/2017,0.798
4/9/2017,null
4/10/2017,0.788
4/11/2017,0.8
4/12/2017,0.793
4/13/2017,0.79
4/16/2017,null
4/17/2017,0.79
4/18/2017,0.805
4/19/2017,0.785
4/20/2017,0.77
4/21/2017,0.763
4/23/2017,null
4/24/2017,0.77
4/25/2017,0.808
4/26/2017,0.803
4/27/2017,0.785
4/28/2017,0.78
4/30/2017,null
5/1/2017,0.785
5/2/2017,0.843
5/3/2017,0.848
5/4/2017,0.855
5/5/2017,0.868
5/7/2017,null
5/8/2017,0.87
5/9/2017,0.89
5/10/2017,0.875
5/11/2017,0.86
5/12/2017,0.855
5/14/2017,null
5/15/2017,0.863
5/16/2017,0.89
5/17/2017,0.875
5/18/2017,0.893
5/19/2017,0.888
5/21/2017,null
5/22/2017,0.878
5/23/2017,0.913
5/24/2017,0.905
5/25/2017,0.908
5/26/2017,0.91
5/28/2017,null
5/30/2017,0.91
5/31/2017,0.95
6/1/2017,0.948
6/2/2017,0.953
6/4/2017,null
6/5/2017,0.948
6/6/2017,0.958
6/7/2017,0.973
6/8/2017,0.973
6/9/2017,0.98
6/11/2017,null
6/12/2017,0.973
6/13/2017,0.983
6/14/2017,0.983
6/15/2017,0.993
6/16/2017,0.985
6/18/2017,null
6/19/2017,0.985
6/20/2017,0.993
6/21/2017,0.968
6/22/2017,0.933
6/23/2017,0.933
6/25/2017,null
6/26/2017,0.933
6/27/2017,0.99
6/28/2017,0.985
6/29/2017,1.003
6/30/2017,0.993
7/2/2017,null
7/3/2017,1
7/5/2017,1.02
7/6/2017,1.008
7/7/2017,1.008
7/9/2017,null
7/10/2017,1.013
7/11/2017,1.033
7/12/2017,1.023
7/13/2017,1.013
7/14/2017,1.008
7/16/2017,null
7/17/2017,1.02
7/18/2017,1.04
7/19/2017,1.085
7/20/2017,1.113
7/21/2017,1.138
7/23/2017,null
7/24/2017,1.15
7/25/2017,1.143
7/26/2017,1.095
7/27/2017,1.078
7/28/2017,1.053
7/30/2017,null
7/31/2017,1.053
8/1/2017,1.058
8/2/2017,1.05
8/3/2017,1.058
8/4/2017,1.053
8/6/2017,null
8/7/2017,1.033
8/8/2017,1.03
8/9/2017,1.025
8/10/2017,1.018
8/11/2017,1.013
8/13/2017,null
8/14/2017,1.003
8/15/2017,1.008
8/16/2017,0.985
8/17/2017,0.978
8/18/2017,0.988
8/20/2017,null
8/21/2017,0.965
8/22/2017,0.995
8/23/2017,0.98
8/24/2017,0.998
8/25/2017,0.995
8/27/2017,null
8/28/2017,1.005
8/29/2017,1.01
8/30/2017,0.998
8/31/2017,0.978
9/1/2017,0.985
9/3/2017,null
9/5/2017,0.983
9/6/2017,1.038
9/7/2017,1.023
9/8/2017,1.02
9/10/2017,null
9/11/2017,1.02
9/12/2017,1.018
9/13/2017,1.018
9/14/2017,1.028
9/15/2017,1.01
9/17/2017,null
9/18/2017,1
9/19/2017,1.018
9/20/2017,1.02
9/21/2017,1.008
9/22/2017,1.003
9/24/2017,null
9/25/2017,0.998
9/26/2017,1.043
9/27/2017,1.038
9/28/2017,1.03
9/29/2017,1.028
10/1/2017,null
10/2/2017,1.013
10/3/2017,1.035
10/4/2017,1.043
10/5/2017,1.043
10/6/2017,1.043
10/8/2017,null
10/9/2017,1.045
10/10/2017,1.055
10/11/2017,1.068
10/12/2017,1.053
10/13/2017,1.05
10/15/2017,null
10/16/2017,1.055
10/17/2017,1.073
10/18/2017,1.068
10/19/2017,1.065
10/20/2017,1.075
10/22/2017,null
10/23/2017,1.07
10/24/2017,1.098
10/25/2017,1.083
10/26/2017,1.08
10/27/2017,1.073
10/29/2017,null
10/30/2017,1.075
10/31/2017,1.123
11/1/2017,1.138
11/2/2017,1.138
11/3/2017,1.148
11/5/2017,null
11/6/2017,1.158
11/7/2017,1.188
11/8/2017,1.195
11/9/2017,1.203
11/10/2017,1.2
11/12/2017,null
11/13/2017,1.185
11/14/2017,1.24
11/15/2017,1.23
11/16/2017,1.23
11/17/2017,1.24
11/19/2017,null
11/20/2017,1.24
11/21/2017,1.278
11/22/2017,1.265
11/24/2017,1.24
11/26/2017,null
11/27/2017,1.223
11/28/2017,1.265
11/29/2017,1.258
11/30/2017,1.238
12/1/2017,1.235
12/3/2017,null
12/4/2017,1.245
12/5/2017,1.283
12/6/2017,1.263
12/7/2017,1.26
12/8/2017,1.253
12/10/2017,null
12/11/2017,1.263
12/12/2017,1.31
12/13/2017,1.273
12/14/2017,1.283
12/15/2017,1.285
12/17/2017,null
12/18/2017,1.315
12/19/2017,1.353
12/20/2017,1.35
12/21/2017,1.32
12/22/2017,1.298
12/24/2017,null
12/26/2017,1.303
12/27/2017,1.408
12/28/2017,1.37
12/29/2017,1.355
12/31/2017,null
1/2/2018,1.378
1/3/2018,1.37
1/4/2018,1.37
1/5/2018,1.37
1/7/2018,null
1/8/2018,1.38
1/9/2018,1.415
1/10/2018,1.395
1/11/2018,1.403
1/12/2018,1.41
1/14/2018,null
1/16/2018,1.395
1/17/2018,1.415
1/18/2018,1.405
1/19/2018,1.403
1/21/2018,null
1/22/2018,1.39
1/23/2018,1.413
1/24/2018,1.41
1/25/2018,1.393
1/26/2018,1.388
1/28/2018,null
1/29/2018,1.375
1/30/2018,1.425
1/31/2018,1.43
2/1/2018,1.453
2/2/2018,1.45
2/4/2018,null
2/5/2018,1.458
2/6/2018,1.488
2/7/2018,1.515
2/8/2018,1.515
2/9/2018,1.525
2/11/2018,null
2/12/2018,1.535
2/13/2018,1.57
2/14/2018,1.55
2/15/2018,1.56
2/16/2018,1.57
2/18/2018,null
2/20/2018,1.573
2/21/2018,1.608
2/22/2018,1.605
2/23/2018,1.605
2/25/2018,null
2/26/2018,1.608
2/27/2018,1.635
2/28/2018,1.618
3/1/2018,1.59
3/2/2018,1.605
3/4/2018,null
3/5/2018,1.625
3/6/2018,1.643
3/7/2018,1.65
3/8/2018,1.635
3/9/2018,1.635
3/11/2018,null
3/12/2018,1.643
3/13/2018,1.69
3/14/2018,1.718
3/15/2018,1.733
3/16/2018,1.738
3/18/2018,null
3/19/2018,1.728
3/20/2018,1.758
3/21/2018,1.71
3/22/2018,1.683
3/23/2018,1.688
3/25/2018,null
3/26/2018,1.705
3/27/2018,1.733
3/28/2018,1.695
3/29/2018,1.67
4/1/2018,null
4/2/2018,1.683
4/3/2018,1.713
4/4/2018,1.668
4/5/2018,1.675
4/6/2018,1.68
4/8/2018,null
4/9/2018,1.675
4/10/2018,1.695
4/11/2018,1.693
4/12/2018,1.705
4/13/2018,1.718
4/15/2018,null
4/16/2018,1.713
4/17/2018,1.755
4/18/2018,1.77
4/19/2018,1.783
4/20/2018,1.765
4/22/2018,null
4/23/2018,1.783
4/24/2018,1.823
4/25/2018,1.815
4/26/2018,1.785
4/27/2018,1.77
4/29/2018,null
4/30/2018,1.763
5/1/2018,1.81
5/2/2018,1.785
5/3/2018,1.788
5/4/2018,1.793
5/6/2018,null
5/7/2018,1.793
5/8/2018,1.835
5/9/2018,1.845
5/10/2018,1.845
5/11/2018,1.86
5/13/2018,null
5/14/2018,1.855
5/15/2018,1.875
5/16/2018,1.865
5/17/2018,1.863
5/18/2018,1.855
5/20/2018,null
5/21/2018,1.863
5/22/2018,1.893
5/23/2018,1.873
5/24/2018,1.86
5/25/2018,1.853
5/27/2018,null
5/29/2018,1.84
5/30/2018,1.878
5/31/2018,1.87
6/1/2018,1.868
6/3/2018,null
6/4/2018,1.865
6/5/2018,1.903
6/6/2018,1.9
6/7/2018,1.885
6/8/2018,1.88
6/10/2018,null
6/11/2018,1.868
6/12/2018,1.888
6/13/2018,1.895
6/14/2018,1.883
6/15/2018,1.888
6/17/2018,null
6/18/2018,1.883
6/19/2018,1.898
6/20/2018,1.888
6/21/2018,1.89
6/22/2018,1.87
6/24/2018,null
6/25/2018,1.853
6/26/2018,1.893
6/27/2018,1.88
6/28/2018,1.88
6/29/2018,1.88
7/1/2018,null
7/2/2018,1.895
7/3/2018,1.933
7/5/2018,1.91
7/6/2018,1.905
7/8/2018,null
7/9/2018,1.915
7/10/2018,1.935
7/11/2018,1.92
7/12/2018,1.928
7/13/2018,1.928
7/15/2018,null
7/16/2018,1.938
7/17/2018,1.975
7/18/2018,1.96
7/19/2018,1.948
7/20/2018,1.933
7/22/2018,null
7/23/2018,1.92
7/24/2018,1.96
7/25/2018,1.953
7/26/2018,1.945
7/27/2018,1.945
7/29/2018,null
7/30/2018,1.945
7/31/2018,1.985
8/1/2018,1.978
8/2/2018,1.965
8/3/2018,1.96
8/5/2018,null
8/6/2018,1.968
8/7/2018,2.008
8/8/2018,2.008
8/9/2018,2.005
8/10/2018,2
8/12/2018,null
8/13/2018,1.995
8/14/2018,2.033
8/15/2018,2.02
8/16/2018,2.015
8/17/2018,1.995
8/19/2018,null
8/20/2018,1.993
8/21/2018,2.035
8/22/2018,2.035
8/23/2018,2.033
8/24/2018,2.048
8/26/2018,null
8/27/2018,2.06
8/28/2018,2.078
8/29/2018,2.08
8/30/2018,2.058
8/31/2018,2.055
9/2/2018,null
9/4/2018,2.068
9/5/2018,2.09
9/6/2018,2.08
9/7/2018,2.088
9/9/2018,null
9/10/2018,2.083
9/11/2018,2.108
9/12/2018,2.105
9/13/2018,2.093
9/14/2018,2.103
9/16/2018,null
9/17/2018,2.108
9/18/2018,2.125
9/19/2018,2.12
9/20/2018,2.118
9/21/2018,2.123
9/23/2018,null
9/24/2018,2.123
9/25/2018,2.168
9/26/2018,2.16
9/27/2018,2.14
9/28/2018,2.15
9/30/2018,null
10/1/2018,2.155
10/2/2018,2.175
10/3/2018,2.17
10/4/2018,2.17
10/5/2018,2.165
10/7/2018,null
10/8/2018,2.165
10/9/2018,2.185
10/10/2018,2.22
10/11/2018,2.215
10/12/2018,2.218
10/14/2018,null
10/15/2018,2.23
10/16/2018,2.26
10/17/2018,2.26
10/18/2018,2.255
10/19/2018,2.26
10/21/2018,null
10/22/2018,2.258
10/23/2018,2.29
10/24/2018,2.285
10/25/2018,2.28
10/26/2018,2.273
10/28/2018,null
10/29/2018,2.26
10/30/2018,2.283
10/31/2018,2.278
11/1/2018,2.27
11/2/2018,2.273
11/4/2018,null
11/5/2018,2.268
11/6/2018,2.31
11/7/2018,2.31
11/8/2018,2.303
11/9/2018,2.3
11/11/2018,null
11/12/2018,2.3
11/13/2018,2.295
11/14/2018,2.325
11/15/2018,2.31
11/16/2018,2.3
11/18/2018,null
11/19/2018,2.3
11/20/2018,2.335
11/21/2018,2.35
11/23/2018,2.348
11/25/2018,null
11/26/2018,2.343
11/27/2018,2.353
11/28/2018,2.335
11/29/2018,2.31
11/30/2018,2.308
12/2/2018,null
12/3/2018,2.288
12/4/2018,2.365
12/6/2018,2.353
12/7/2018,2.34
12/9/2018,null
12/10/2018,2.33
12/11/2018,2.37
12/12/2018,2.375
12/13/2018,2.363
12/14/2018,2.368
12/16/2018,null
12/17/2018,2.34
12/18/2018,2.328
12/19/2018,2.338
12/20/2018,2.335
12/21/2018,2.33
12/23/2018,null
12/24/2018,2.333
12/26/2018,2.38
12/27/2018,2.348
12/28/2018,2.328
12/30/2018,null
12/31/2018,2.3
1/2/2019,2.365
1/3/2019,2.355
1/4/2019,2.358
1/6/2019,null
1/7/2019,2.353
1/8/2019,2.4
1/9/2019,2.39
1/10/2019,2.375
1/11/2019,2.37
1/13/2019,null
1/14/2019,2.36
1/15/2019,2.383
1/16/2019,2.363
1/17/2019,2.355
1/18/2019,2.348
1/20/2019,null
1/22/2019,2.345
1/23/2019,2.353
1/24/2019,2.305
1/25/2019,2.328
1/27/2019,null
1/28/2019,2.333
1/29/2019,2.365
1/30/2019,2.365
1/31/2019,2.34
2/1/2019,2.34
2/3/2019,null
2/4/2019,2.335
2/5/2019,2.365
2/6/2019,2.365
2/7/2019,2.355
2/8/2019,2.365
2/10/2019,null
2/11/2019,2.375
2/12/2019,2.378
2/13/2019,2.373
2/14/2019,2.373
2/15/2019,2.37
2/17/2019,null
2/19/2019,2.373
2/20/2019,2.383
2/21/2019,2.395
2/22/2019,2.393
2/24/2019,null
2/25/2019,2.393
2/26/2019,2.4
2/27/2019,2.393
2/28/2019,2.383
3/1/2019,2.378
3/3/2019,null
3/4/2019,2.375
3/5/2019,2.4
3/6/2019,2.405
3/7/2019,2.395
3/8/2019,2.393
3/10/2019,null
3/11/2019,2.38
3/12/2019,2.395
3/13/2019,2.388
3/14/2019,2.388
3/15/2019,2.388
3/17/2019,null
3/18/2019,2.385
3/19/2019,2.405
3/20/2019,2.408
3/21/2019,2.408
3/22/2019,2.398
3/24/2019,null
3/25/2019,2.39
3/26/2019,2.405
3/27/2019,2.378
3/28/2019,2.37
3/29/2019,2.328
3/31/2019,null
4/1/2019,2.323
4/2/2019,2.37
4/3/2019,2.373
4/4/2019,2.37
4/5/2019,2.37
4/7/2019,null
4/8/2019,2.365
4/9/2019,2.365
4/10/2019,2.363
4/11/2019,2.365
4/12/2019,2.375
4/14/2019,null
4/15/2019,2.36
4/16/2019,2.378
4/17/2019,2.38
4/18/2019,2.365
4/21/2019,null
4/22/2019,2.375
4/23/2019,2.39
4/24/2019,2.375
4/25/2019,2.365
4/26/2019,2.36
4/28/2019,null
4/29/2019,2.36
4/30/2019,2.368
5/1/2019,2.363
5/2/2019,2.373
5/3/2019,2.368
5/5/2019,null
5/6/2019,2.363
5/7/2019,2.368
5/8/2019,2.37
5/9/2019,2.37
5/10/2019,2.37
5/12/2019,null
5/13/2019,2.35
5/14/2019,2.353
5/15/2019,2.35
5/16/2019,2.338
5/17/2019,2.33
5/19/2019,null
5/20/2019,2.32
5/21/2019,2.33
5/22/2019,2.32
5/23/2019,2.303
5/24/2019,2.288
5/26/2019,null
5/28/2019,2.298
5/29/2019,2.298
5/30/2019,2.31
5/31/2019,2.293
6/2/2019,null
6/3/2019,2.28
6/4/2019,2.295
6/5/2019,2.285
6/6/2019,2.255
6/7/2019,2.215
6/9/2019,null
6/10/2019,2.22
6/11/2019,2.213
6/12/2019,2.165
6/13/2019,2.14
6/14/2019,2.125
6/16/2019,null
6/17/2019,2.138
6/18/2019,2.168
6/19/2019,2.125
6/20/2019,2.078
6/21/2019,2.055
6/23/2019,null
6/24/2019,2.058
6/25/2019,2.083
6/26/2019,2.093
6/27/2019,2.085
6/28/2019,2.035
6/30/2019,null
7/1/2019,2.065
7/2/2019,2.148
7/3/2019,2.15
7/5/2019,2.163
7/7/2019,null
7/8/2019,2.178
7/9/2019,2.195
7/10/2019,2.13
7/11/2019,2.098
7/12/2019,2.09
7/14/2019,null
7/15/2019,2.085
7/16/2019,2.103
7/17/2019,2.073
7/18/2019,2.013
7/19/2019,2.013
7/21/2019,null
7/22/2019,2.025
7/23/2019,2.033
7/24/2019,2.04
7/25/2019,2.06
7/26/2019,2.063
7/28/2019,null
7/29/2019,2.05
7/30/2019,2.04
7/31/2019,2.03
8/1/2019,2.03
8/2/2019,2
8/4/2019,null
8/5/2019,1.953
8/6/2019,1.995
8/7/2019,1.968
8/8/2019,1.97
8/9/2019,1.95
8/11/2019,null
8/12/2019,1.928
8/13/2019,1.955
8/14/2019,1.908
8/15/2019,1.843
8/16/2019,1.823
8/18/2019,null
8/19/2019,1.853
8/20/2019,1.9
8/21/2019,1.928
8/22/2019,1.938
8/23/2019,1.91
8/25/2019,null
8/26/2019,1.933
8/27/2019,1.943
8/28/2019,1.94
8/29/2019,1.94
8/30/2019,1.933
9/1/2019,null
9/3/2019,1.91
9/4/2019,1.905
9/5/2019,1.92
9/6/2019,1.91
9/8/2019,null
9/9/2019,1.908
9/10/2019,1.913
9/11/2019,1.913
9/12/2019,1.895
9/13/2019,1.9
9/15/2019,null
9/16/2019,1.945
9/17/2019,1.938
9/18/2019,1.88
9/19/2019,1.883
9/20/2019,1.85
9/22/2019,null
9/23/2019,1.845
9/24/2019,1.88
9/25/2019,1.845
9/26/2019,1.77
9/27/2019,1.73
9/29/2019,null
9/30/2019,1.77
10/1/2019,1.753
10/2/2019,1.735
10/3/2019,1.665
10/4/2019,1.655
10/6/2019,null
10/7/2019,1.673
10/8/2019,1.655
10/9/2019,1.628
10/10/2019,1.633
10/11/2019,1.623
10/13/2019,null
10/14/2019,1.618
10/15/2019,1.618
10/16/2019,1.615
10/17/2019,1.625
10/18/2019,1.625
10/20/2019,null
10/21/2019,1.625
10/22/2019,1.615
10/23/2019,1.615
10/24/2019,1.623
10/25/2019,1.625
10/27/2019,null
10/28/2019,1.605
10/29/2019,1.595
10/30/2019,1.595
10/31/2019,1.498
11/1/2019,1.485
